criticality,nonconformity_score_us
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,0.0
LO,543.5625
LO,814.03125
LO,2457.15625
LO,3338.4375
LO,4196.0
LO,6341.3125
LO,6852.125
LO,7250.9375
LO,7392.09375
LO,7584.03125
LO,10568.328125
LO,17105.1875
